context_id,random_context_id,target_id,judgements,mean_acceptability,median_acceptability,real,n_samples,surprise_mean_1gram,surprise_min_1gram,surprise_max_1gram,surprise_mean_1gram_pos,surprise_min_1gram_pos,surprise_max_1gram_pos,expected_surprise_1gram_pos,surprise_deviation_1gram_pos,expected_surprise_1gram,surprise_deviation_1gram,surprise_mean_2gram,surprise_min_2gram,surprise_max_2gram,surprise_mean_2gram_pos,surprise_min_2gram_pos,surprise_max_2gram_pos,expected_surprise_2gram_pos,surprise_deviation_2gram_pos,expected_surprise_2gram,surprise_deviation_2gram,surprise_mean_3gram,surprise_min_3gram,surprise_max_3gram,surprise_mean_3gram_pos,surprise_min_3gram_pos,surprise_max_3gram_pos,expected_surprise_3gram_pos,surprise_deviation_3gram_pos,expected_surprise_3gram,surprise_deviation_3gram,surprise_mean_cosine,surprise_min_cosine,surprise_max_cosine,expected_surprise_cosine,surprise_deviation_cosine,surprise_mean_euclidean,surprise_min_euclidean,surprise_max_euclidean,expected_surprise_euclidean,surprise_deviation_euclidean,surprise_mean_length,surprise_min_length,surprise_max_length,expected_surprise_length,surprise_deviation_length,surprise_ooc_mean_1gram,surprise_ooc_min_1gram,surprise_ooc_max_1gram,context_informativeness_1gram,surprise_ooc_mean_1gram_pos,surprise_ooc_min_1gram_pos,surprise_ooc_max_1gram_pos,context_informativeness_1gram_pos,expected_surprise_ooc_1gram_pos,expected_context_informativeness_1gram_pos,surprise_ooc_deviation_1gram_pos,expected_surprise_ooc_1gram,expected_context_informativeness_1gram,surprise_ooc_deviation_1gram,surprise_ooc_mean_2gram,surprise_ooc_min_2gram,surprise_ooc_max_2gram,context_informativeness_2gram,surprise_ooc_mean_2gram_pos,surprise_ooc_min_2gram_pos,surprise_ooc_max_2gram_pos,context_informativeness_2gram_pos,expected_surprise_ooc_2gram_pos,expected_context_informativeness_2gram_pos,surprise_ooc_deviation_2gram_pos,expected_surprise_ooc_2gram,expected_context_informativeness_2gram,surprise_ooc_deviation_2gram,surprise_ooc_mean_3gram,surprise_ooc_min_3gram,surprise_ooc_max_3gram,context_informativeness_3gram,surprise_ooc_mean_3gram_pos,surprise_ooc_min_3gram_pos,surprise_ooc_max_3gram_pos,context_informativeness_3gram_pos,expected_surprise_ooc_3gram_pos,expected_context_informativeness_3gram_pos,surprise_ooc_deviation_3gram_pos,expected_surprise_ooc_3gram,expected_context_informativeness_3gram,surprise_ooc_deviation_3gram,surprise_ooc_mean_cosine,surprise_ooc_min_cosine,surprise_ooc_max_cosine,context_informativeness_cosine,expected_surprise_ooc_cosine,expected_context_informativeness_cosine,surprise_ooc_deviation_cosine,surprise_ooc_mean_euclidean,surprise_ooc_min_euclidean,surprise_ooc_max_euclidean,context_informativeness_euclidean,expected_surprise_ooc_euclidean,expected_context_informativeness_euclidean,surprise_ooc_deviation_euclidean,surprise_ooc_mean_length,surprise_ooc_min_length,surprise_ooc_max_length,context_informativeness_length,expected_surprise_ooc_length,expected_context_informativeness_length,surprise_ooc_deviation_length,surprise_rnd_mean_1gram,surprise_rnd_min_1gram,surprise_rnd_max_1gram,surprise_rnd_mean_1gram_pos,surprise_rnd_min_1gram_pos,surprise_rnd_max_1gram_pos,expected_rnd_surprise_1gram_pos,surprise_rnd_deviation_1gram_pos,expected_rnd_surprise_1gram,surprise_rnd_deviation_1gram,surprise_rnd_mean_2gram,surprise_rnd_min_2gram,surprise_rnd_max_2gram,surprise_rnd_mean_2gram_pos,surprise_rnd_min_2gram_pos,surprise_rnd_max_2gram_pos,expected_rnd_surprise_2gram_pos,surprise_rnd_deviation_2gram_pos,expected_rnd_surprise_2gram,surprise_rnd_deviation_2gram,surprise_rnd_mean_3gram,surprise_rnd_min_3gram,surprise_rnd_max_3gram,surprise_rnd_mean_3gram_pos,surprise_rnd_min_3gram_pos,surprise_rnd_max_3gram_pos,expected_rnd_surprise_3gram_pos,surprise_rnd_deviation_3gram_pos,expected_rnd_surprise_3gram,surprise_rnd_deviation_3gram,surprise_rnd_mean_cosine,surprise_rnd_min_cosine,surprise_rnd_max_cosine,expected_rnd_surprise_cosine,surprise_rnd_deviation_cosine,surprise_rnd_mean_euclidean,surprise_rnd_min_euclidean,surprise_rnd_max_euclidean,expected_rnd_surprise_euclidean,surprise_rnd_deviation_euclidean,surprise_rnd_mean_length,surprise_rnd_min_length,surprise_rnd_max_length,expected_rnd_surprise_length,surprise_rnd_deviation_length
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,10,0.9443223443223443,0.5384615384615384,1.0,0.5637695637695638,0.23076923076923078,0.6666666666666666,0.5109126984126985,0.05285686535686529,0.9333333333333332,0.010989010989011061,0.9818181818181818,0.8181818181818182,1.0,0.9150983519404571,0.6363636363636364,1.0,0.9356060606060608,0.020507708665603697,1.0,0.018181818181818188,1.0,1.0,1.0,0.966013071895425,0.7777777777777778,1.0,0.99,0.023986928104575034,1.0,0.0,0.8079499565064907,0.7189346551895142,0.9004204496741295,0.7597804687917232,0.04816948771476748,1.2706390619277954,1.1991119384765625,1.3419541120529175,1.231009876728058,0.03962918519973746,4.2,1,11,6.5,2.3,0.9397556390977444,0.7368421052631579,1.0,0.014236726590698301,0.51299669628617,0.25,1.0,-0.05452604742833045,0.4428072972778855,0.035815272119901376,0.07018939900828447,0.9133912231559291,0.13436874956795397,0.026364415941815267,1.0,1.0,1.0,0.03377671674730498,0.8443595620066209,0.6428571428571429,1.0,-0.06526222726895292,0.8181473023992206,,0.026212259607400257,1.0,,0.0,1.0,1.0,1.0,0.006649572649572666,0.9674358974358974,0.8076923076923077,1.0,0.007610823245822185,0.9577838827838828,,0.009652014652014596,1.0,,0.0,0.8727065821643919,0.7412773072719574,0.9949583089910448,0.06501099425368018,0.8209825707599521,0.20192603247635288,0.05172401140443983,1.3196077823638916,1.217602014541626,1.4106440544128418,0.05122880101203919,1.2775052309036254,0.26612287157713754,0.0421025514602662,6.9,1,20,1.1600000000000001,7.5,0.6062626262626258,0.5999999999999996,0.9288578088578088,0.6666666666666666,1.0,0.5701709401709402,0.34615384615384615,0.6666666666666666,0.40301467051467055,0.16715626965626962,0.9875925925925925,0.05873478373478369,1.0,1.0,1.0,0.9140796703296704,0.6875,1.0,,,,,1.0,1.0,1.0,0.9766233766233766,0.8571428571428571,1.0,,,,,0.8297365002334118,0.6123132109642029,0.939244955778122,0.8029844865202904,0.026752013713121414,1.2864139676094055,1.10662841796875,1.3705801963806152,1.2634077191352844,0.023006248474121138,8.7,4,34,10.4,1.700000000000001
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,20,0.9252861721611723,0.4375,1.0,0.5445861124169946,0.1875,0.6666666666666666,0.4634481089086352,0.08113800350835942,0.9064061669324829,0.018880005228689378,0.9766233766233766,0.7142857142857143,1.0,0.8951682235892762,0.5714285714285714,1.0,0.8953357100415925,0.0001674864523163455,0.9882352941176471,0.011611917494270485,1.0,1.0,1.0,0.9663398692810456,0.7777777777777778,1.0,0.9754166666666666,0.00907679738562095,1.0,0.0,0.8151255818083882,0.6362825930118561,0.9527286775410175,0.7807854693382978,0.03434011247009039,1.2757870078086853,1.1280802488327026,1.380383014678955,1.2475618183612824,0.02822518944740282,4.3,1,11,6.05,1.75,0.9152919842372302,0.45454545454545453,1.0,-0.01022692826981586,0.49220018215137057,0.25,1.0,-0.07532256156312983,0.4811542112339942,0.0741621860760101,0.011045970917376358,0.9084050204921642,0.12938254690418904,0.006886963745066033,0.9888888888888889,0.7777777777777778,1.0,0.02266560563619391,0.8198642165990304,0.5555555555555556,1.0,-0.08975757267654338,0.8397230018489609,,0.019858785249930455,0.9933333333333334,,0.004444444444444473,1.0,1.0,1.0,0.006649572649572666,0.9631822344322345,0.7142857142857143,1.0,0.003357160242159263,0.9711996336996338,,0.008017399267399306,1.0,,0.0,0.8597167577361688,0.7412773072719574,0.9949583089910448,0.052021169825457125,0.8580370438285172,0.238980505544918,0.0016797139076516476,1.309850174188614,1.217602014541626,1.4106440544128418,0.041471192836761483,1.3075290381908418,0.29614667886435386,0.0023211359977721724,8.25,1,26,2.51,8.0,1.1062626262626258,0.25,0.910595249942973,0.6470588235294118,1.0,0.5298760258295363,0.29411764705882354,0.6666666666666666,0.5052592889373579,0.02461673689217836,0.9800990866432043,0.0695038367002313,0.9810062893081761,0.7333333333333333,1.0,0.8707631516083858,0.5454545454545454,1.0,,,,,0.9923076923076923,0.8461538461538461,1.0,0.9614577416048006,0.7777777777777778,1.0,,,,,0.853435443341732,0.6123132109642029,0.9582275971770287,0.8189079989679158,0.034527444373816274,1.3051438808441163,1.10662841796875,1.384360909461975,1.276297104358673,0.028846776485443204,15.4,3,46,16.85,1.450000000000001
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,30,0.9144764957264957,0.42857142857142855,1.0,0.5391271115216126,0.1875,0.6666666666666666,0.47205346944732174,0.0670736420742909,0.9084360804396188,0.006040415286876932,0.9621933621933624,0.6666666666666666,1.0,0.8977889167362851,0.5,1.0,0.8853577704453799,0.012431146290905248,0.9758605664488018,0.013667204255439436,1.0,1.0,1.0,0.9693059446000624,0.7777777777777778,1.0,0.9703917378917379,0.0010857932916755741,0.9948717948717949,0.00512820512820511,0.801143991574645,0.6212678253650665,0.9527286775410175,0.7676839254796505,0.03346006609499452,1.2645780841509502,1.114690899848938,1.380383014678955,1.2374284545580545,0.027149629592895685,5.1,1,36,6.866666666666666,1.7666666666666666,0.9157545116793094,0.45454545454545453,1.0,-0.009764400827736663,0.5130019556242132,0.25,1.0,-0.05452078809028715,0.5214733858896561,0.11448136073167198,0.008471430265442836,0.9179674225327648,0.1389449489447896,0.002212910853455319,0.980600111389585,0.7777777777777778,1.0,0.014376828136890007,0.8384877237041216,0.5555555555555556,1.0,-0.07113406557145219,0.8489849575343758,,0.010497233830254138,0.99359477124183,,0.012994659852245016,1.0,1.0,1.0,0.006649572649572666,0.9612525437525438,0.7142857142857143,1.0,0.0014274695624685307,0.9732925718917098,,0.012040028139166048,1.0,,0.0,0.8525382072820018,0.7412773072719574,0.9949583089910448,0.04484261937129008,0.8738411967332165,0.2547846584496173,0.02130298945121467,1.3044626434644064,1.217602014541626,1.4106440544128418,0.03608366211255398,1.3201908906300863,0.3088085313035984,0.015728247165679887,8.833333333333334,1,30,3.0933333333333337,8.566666666666666,1.6729292929292923,0.2666666666666675,0.9237743511640611,0.6470588235294118,1.0,0.538371727235471,0.29411764705882354,0.6666666666666666,0.45014870470220003,0.08822302253327097,0.9852834490664841,0.06150909790242298,0.9873375262054507,0.7333333333333333,1.0,0.8799341490025405,0.5454545454545454,1.0,,,,,0.9948717948717949,0.8461538461538461,1.0,0.9685080596205916,0.7777777777777778,1.0,,,,,0.8541507924596469,0.6123132109642029,0.9989992380142212,0.8066272723798951,0.0475235200797518,1.3056994756062825,1.10662841796875,1.4135056734085083,1.266935396194458,0.03876407941182447,14.0,3,46,14.333333333333334,0.3333333333333339
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,40,0.9316907051282051,0.42857142857142855,1.0,0.5585120003078762,0.1875,0.6666666666666666,0.48939363743902664,0.06911836286884954,0.9191048381074918,0.012585867020713293,0.9716450216450216,0.6666666666666666,1.0,0.9050083542188805,0.5,1.0,0.8969243107400178,0.008084043478862712,0.9818954248366014,0.010250403191579771,1.0,1.0,1.0,0.9707294584500467,0.75,1.0,0.9687028943278942,0.0020265641221524078,0.9961538461538462,0.0038461538461538325,0.8100393422879278,0.6212678253650665,0.9552801102399826,0.7655641738325357,0.04447516845539212,1.2717369228601456,1.114690899848938,1.3822301626205444,1.2357991874217986,0.035937735438346996,4.725,1,36,6.7,1.9750000000000005,0.9136677356113339,0.3333333333333333,1.0,-0.011851176895712245,0.523244732711426,0.25,1.0,-0.04427801100307438,0.5135266384916545,0.10653461333367037,0.009718094219771545,0.9172295250045547,0.13820705141657952,0.0035617893932208267,0.9763841494762546,0.7142857142857143,1.0,0.010160866223559606,0.8524921664044648,0.5555555555555556,1.0,-0.05712962287110901,0.8329594756147335,,0.0195326907897313,0.9951960784313727,,0.018811928955118074,1.0,1.0,1.0,0.006649572649572666,0.9664394078144077,0.7142857142857143,1.0,0.006614333624332502,0.9631571777025064,,0.0032822301119013186,1.0,,0.0,0.843062290630769,0.33459752798080444,0.9949583089910448,0.035366702720057264,0.8769842061214149,0.25792766783781573,0.03392191549064594,1.2951551675796509,0.8180434703826904,1.4106440544128418,0.026776186227798426,1.3226307809352875,0.3112484216087996,0.02747561335563664,9.525,1,44,3.785,9.45,2.556262626262625,0.07500000000000107,0.9366386337434163,0.6470588235294118,1.0,0.5477497550225628,0.2727272727272727,0.6666666666666666,0.40029009995522136,0.1474596550673415,0.9861768725141488,0.04953823877073249,0.990503144654088,0.7333333333333333,1.0,0.8873651416664352,0.5454545454545454,1.0,,,,,0.9961538461538462,0.8461538461538461,1.0,0.9763810447154437,0.7777777777777778,1.0,,,,,0.8480702869594097,0.6123132109642029,0.9989992380142212,0.8051638015982462,0.04290648536116348,1.3011680752038957,1.10662841796875,1.4135056734085083,1.265857794880867,0.03531028032302874,12.875,1,46,12.725,0.15000000000000036
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,50,0.9381015033460415,0.42857142857142855,1.0,0.5675738178228322,0.1875,0.6792452830188679,0.4928814323177438,0.07469238550508844,0.9147475068496297,0.02335399649641179,0.9765317035905271,0.6666666666666666,1.0,0.9133008010221632,0.5,1.0,0.8888824437610964,0.02441835726106678,0.981297338258975,0.004765634668447927,1.0,1.0,1.0,0.973545018007203,0.75,1.0,0.963399433899434,0.01014558410776889,0.9969230769230769,0.003076923076923088,0.817017033174634,0.6212678253650665,0.9552801102399826,0.7764135729428381,0.04060346023179595,1.277157618999481,1.114690899848938,1.3822301626205444,1.2443920254707337,0.032765593528747416,5.58,1,43,7.4,1.8200000000000003,0.9069831336710047,0.3333333333333333,1.0,-0.018535778836041406,0.5027304575033006,0.25,1.0,-0.06479228621119981,0.48731550241041993,0.08032347725243583,0.015414955092880656,0.9195046966962872,0.14048222310831204,0.012521563025282512,0.9752798137534979,0.7142857142857143,1.0,0.009056530500802906,0.8366747188045577,0.5555555555555556,1.0,-0.07294707047101612,0.8213703846986985,,0.015304334105859185,0.9961568627450981,,0.020877048991600144,0.9983333333333334,0.9166666666666666,1.0,0.004982905982906072,0.9646176139272914,0.7142857142857143,1.0,0.0047925397372161616,0.9635157170993486,,0.0011018968279428165,1.0,,0.0016666666666665941,0.8436411139275879,0.33459752798080444,1.0377755500376225,0.03594552601687617,0.8810090523958206,0.2619525141122214,0.03736793846823272,1.295746455192566,0.8180434703826904,1.440677285194397,0.027367473840713474,1.3258948922157288,0.31451253288924086,0.030148437023162833,10.28,1,44,4.539999999999999,9.64,2.7462626262626264,0.6399999999999988,0.9193800065112008,0.6,1.0,0.5292068418145618,0.2,0.6666666666666666,0.4447654132975105,0.08444142851705128,0.9842748313446523,0.06489482483345155,0.982903126223881,0.7333333333333333,1.0,0.8636077217701188,0.3333333333333333,1.0,,,,,0.9969230769230769,0.8461538461538461,1.0,0.9595899898339798,0.42857142857142855,1.0,,,,,0.8409952534735203,0.4827549457550049,1.0202090367674828,0.8058242135844194,0.035171039889100975,1.2946150743961333,0.9826036095619202,1.4284321069717407,1.2661311841011047,0.028483890295028624,12.22,0,46,12.46,0.2400000000000002
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,60,0.9434102389634832,0.42857142857142855,1.0,0.5794553960607575,0.1875,0.6792452830188679,0.4932193337196655,0.08623606234109199,0.9146087038217733,0.02880153514170991,0.9794329853153382,0.6666666666666666,1.0,0.922351851774826,0.5,1.0,0.8952492586898025,0.027102593085023496,0.9815209300306272,0.0020879447152890585,1.0,1.0,1.0,0.9756443449542302,0.75,1.0,0.9613295936090054,0.014314751345224863,0.9964555052790348,0.0035444947209651856,0.8205126019194722,0.6212678253650665,0.9552801102399826,0.7744715929574644,0.0460410089620078,1.2800274948279062,1.114690899848938,1.3822301626205444,1.242822269598643,0.03720522522926317,5.95,1,43,7.766666666666667,1.8166666666666664,0.8945365983206084,0.25,1.0,-0.03098231418643771,0.5072417588294222,0.25,1.0,-0.06028098488507816,0.4943474128213429,0.08735538766335882,0.012894346008079316,0.9215216121446577,0.1424991385566825,0.026985013824049275,0.973844289239026,0.6666666666666666,1.0,0.007621005986330975,0.8462521313603304,0.5555555555555556,1.0,-0.0633696579152434,0.825635973439883,,0.020616157920447353,0.9967973856209151,,0.022953096381889138,0.9986111111111112,0.9166666666666666,1.0,0.005260683760683893,0.9705146782727428,0.7142857142857143,1.0,0.010689604082667614,0.9654610925702589,,0.0050535857024839315,1.0,,0.001388888888888773,0.8349348384188489,0.33459752798080444,1.0377755500376225,0.027239250508137136,0.8887847749826808,0.26972823669908164,0.05384993656383197,1.288384943207105,0.8180434703826904,1.440677285194397,0.020005961855252608,1.3318628112475077,0.3204804519210198,0.043477868040402656,10.0,1,44,4.26,9.366666666666667,2.472929292929293,0.6333333333333329,0.915872227648223,0.6,1.0,0.5145836141586749,0.1,0.6666666666666666,0.46836800314475074,0.046215611013924185,0.9813401372316548,0.06546790958343185,0.9857526051865674,0.7333333333333333,1.0,0.8517183588493038,0.3333333333333333,1.0,,,,,0.9974358974358974,0.8461538461538461,1.0,0.9546583248616496,0.42857142857142855,1.0,,,,,0.8448070886234442,0.4827549457550049,1.0202090367674828,0.8095561289829978,0.035250959640446444,1.297803587714831,0.9826036095619202,1.4284321069717407,1.269085737069448,0.028717850645383125,11.95,0,46,12.45,0.5
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,70,0.9420407090275233,0.42857142857142855,1.0,0.5825303955030582,0.17647058823529413,0.6792452830188679,0.4955877117308533,0.08694268377220488,0.9096718182830207,0.032368890744502665,0.9785616064607662,0.6666666666666666,1.0,0.9296349205688985,0.5,1.0,0.8991025391944341,0.030532381374464457,0.9762242892326011,0.0023373172281651033,0.9978021978021977,0.8461538461538461,1.0,0.9769259220486808,0.75,1.0,0.9650682230934332,0.011857698955247575,0.996961861667744,0.0008403361344536675,0.8193063411861659,0.6212678253650665,0.9552801102399826,0.7732546564125057,0.04605168477366017,1.2791829109191895,1.114690899848938,1.3822301626205444,1.2419837951660155,0.03719911575317392,5.685714285714286,1,43,7.557142857142857,1.871428571428571,0.9010627669322546,0.25,1.0,-0.024456145574791477,0.49998024239151684,0.2,1.0,-0.06754250132298356,0.4981730729019904,0.09118104774400632,0.0018071694895264168,0.9277851773975574,0.14876270380958223,0.02672241046530277,0.9775808193477366,0.6666666666666666,1.0,0.011357536095041532,0.8420361021288442,0.42857142857142855,1.0,-0.06758568714672963,0.8336227649423722,,0.00841333718647197,0.9972549019607844,,0.019674082613047816,0.9988095238095239,0.9166666666666666,1.0,0.005459096459096591,0.9638074531715085,0.5833333333333334,1.0,0.003982378981433277,0.9671057485188685,,0.0032982953473600363,1.0,,0.0011904761904760752,0.8350689474426742,0.33459752798080444,1.0377755500376225,0.027373359531962516,0.8897890012910855,0.2707324630074863,0.054720053848411276,1.2888714219842639,0.8180434703826904,1.440677285194397,0.0204924406324114,1.332747597353799,0.3213652380273111,0.04387617536953514,9.971428571428572,0,44,4.231428571428571,9.614285714285714,2.7205483405483397,0.35714285714285765,0.9105522059087194,0.4,1.0,0.5203483988386124,0.1,0.75,0.4744230600327213,0.045925338805891114,0.9774582128652278,0.06690600695650839,0.9836562946417076,0.7333333333333333,1.0,0.8568216852028312,0.3333333333333333,1.0,,,,,0.9978021978021977,0.8461538461538461,1.0,0.9569690403576044,0.42857142857142855,1.0,,,,,0.8421304195054939,0.4827549457550049,1.0202090367674828,0.8069953673901702,0.03513505211532375,1.2957770781857627,0.9826036095619202,1.4284321069717407,1.2669924940381732,0.028784584147589554,11.4,0,46,12.457142857142857,1.057142857142857
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,80,0.9268355764816476,0.1111111111111111,1.0,0.5707497240844998,0.0,0.6792452830188679,0.4888822660244321,0.08186745806006768,0.9024843531112605,0.024351223370387087,0.9671541040658689,0.42857142857142855,1.0,0.9140212842135149,0.1111111111111111,1.0,0.8958834744025557,0.01813780981095925,0.9746129197451928,0.007458815679323938,0.9930769230769231,0.6,1.0,0.9676673246497387,0.42857142857142855,1.0,0.9626985840956429,0.004968740554095796,0.9973416289592759,0.004264705882352837,0.8113757842686027,0.28911811113357544,0.9564718902111053,0.7736161723092664,0.0377596119593363,1.271630695462227,0.7604185342788696,1.3830921649932861,1.2421329587697982,0.029497736692428722,5.775,1,43,7.6625,1.8874999999999993,0.8993455657019556,0.25,1.0,-0.026173346805090536,0.4977713869180168,0.08333333333333333,1.0,-0.06975135679648359,0.5067022160285086,0.09971019087052452,0.008930829110491811,0.9268389600074244,0.14781648641944922,0.02749339430546882,0.9755617883578409,0.6666666666666666,1.0,0.009338505105145889,0.8429408734425031,0.42857142857142855,1.0,-0.06668091583307068,0.8359929630237627,,0.006947910418740433,0.9962070331181254,,0.02064524476028451,0.9989583333333334,0.9166666666666666,1.0,0.0056079059829060585,0.9625258688444174,0.5833333333333334,1.0,0.0027007946543421424,0.9666746091067413,,0.0041487402623239245,1.0,,0.0010416666666666075,0.8329422638227697,0.33459752798080444,1.0377755500376225,0.02524667591205798,0.8914606909762369,0.27240415269263774,0.05851842715346722,1.2875117041170596,0.8180434703826904,1.440677285194397,0.019132722765207166,1.3339756175875663,0.32259325826107843,0.04646391347050671,9.7125,0,44,3.9725,9.4625,2.568762626262626,0.25,0.9125738330759997,0.4,1.0,0.525014678412506,0.1,0.75,0.4610585528787712,0.06395612553373486,0.977894983876122,0.06532115080012224,0.9836559885807251,0.7333333333333333,1.0,0.8645723339813085,0.3333333333333333,1.0,,,,,0.998076923076923,0.8461538461538461,1.0,0.9613479103129039,0.42857142857142855,1.0,,,,,0.8432879771105946,0.4827549457550049,1.0202090367674828,0.8039189409217216,0.039369036188873,1.2967796631157398,0.9826036095619202,1.4284321069717407,1.2646807730197906,0.03209889009594913,12.125,0,46,12.45,0.3249999999999993
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,90,0.9207785896542936,0.1111111111111111,1.0,0.5625192582878769,0.0,0.75,0.4852495735981657,0.07726968468971118,0.8995796339146627,0.02119895573963093,0.9646925369474388,0.42857142857142855,1.0,0.9023575436395264,0.0,1.0,0.8919265304712696,0.010431013168256786,0.9728494018558668,0.00815686490842793,0.9938461538461538,0.6,1.0,0.9565957614457624,0.0,1.0,0.957830352212279,0.0012345907665165523,0.9976370035193564,0.0037908496732025343,0.8084503940824005,0.28911811113357544,0.9564718902111053,0.7734494817184492,0.03500091236395131,1.2687269038624234,0.7604185342788696,1.3830921649932861,1.2416918847295972,0.027035019132826132,5.855555555555555,0,43,7.644444444444445,1.7888888888888896,0.9032670710136314,0.25,1.0,-0.022251841493414748,0.4968892506301753,0.08333333333333333,1.0,-0.0706334930843251,0.4913868590507199,0.08439483389273578,0.0055023915794554235,0.9245249203639321,0.14550244677595692,0.021257849350300728,0.9782771452069697,0.6666666666666666,1.0,0.012053861954274714,0.8444484167616152,0.42857142857142855,1.0,-0.0651733725139586,0.833820225347891,,0.010628191413724175,0.9947766220309262,,0.01649947682395647,0.9990740740740741,0.9166666666666666,1.0,0.00572364672364678,0.9631714652987928,0.5833333333333334,1.0,0.0033463911087175946,0.966022712930471,,0.002851247631678211,0.998989898989899,,8.417508417513098e-05,0.8391463783000492,0.33459752798080444,1.0377755500376225,0.03145079038933751,0.8911522959695302,0.272095757685931,0.05200591766948093,1.2925392541620466,0.8180434703826904,1.440677285194397,0.024160272810194172,1.333321872022417,0.321939512695929,0.040782617860370296,10.666666666666666,0,44,4.926666666666666,9.822222222222223,2.9284848484848487,0.8444444444444432,0.9135732546732198,0.4,1.0,0.523226743730695,0.1,0.75,0.4671680421193473,0.05605870161134768,0.9803510967787751,0.06677784210555526,0.9817682861458296,0.6666666666666666,1.0,0.8662942351438793,0.3333333333333333,1.0,,,,,0.9982905982905982,0.8461538461538461,1.0,0.9637907350929515,0.42857142857142855,1.0,,,,,0.841981229517195,0.4827549457550049,1.0202090367674828,0.801044600973061,0.040936628544134046,1.2958988262547386,0.9826036095619202,1.4284321069717407,1.2625846915774874,0.033314134677251195,11.311111111111112,0,46,11.988888888888889,0.6777777777777771
sw2278_5,sw2419_15,sw2278_6,"[4.0, 5.0, 5.0, 5.0, 4.0]",4.6,5.0,True,100,0.9255189125070461,0.1111111111111111,1.0,0.5675227437145004,0.0,0.75,0.48725794957168245,0.08026479414281795,0.8907772260787519,0.03474168642829423,0.966223283252695,0.42857142857142855,1.0,0.9096217892755738,0.0,1.0,,,,,0.9933504273504273,0.6,1.0,0.9598250741900752,0.0,1.0,,,,,0.8076955879107117,0.28911811113357544,0.9564718902111053,0.764249991425313,0.043445596485398696,1.2683789813518525,0.7604185342788696,1.3830921649932861,1.2281570208072663,0.040221960544586155,5.74,0,43,7.52,1.7799999999999994,0.9014348694067739,0.25,1.0,-0.024084043100272234,0.4950672549340871,0.08333333333333333,1.0,-0.0724554887804133,0.5040486117421391,0.097056586584155,0.00898135680805201,0.9216285686784161,0.14260609509044098,0.020193699271642274,0.9756312488680909,0.6666666666666666,1.0,0.009407965615395919,0.8401351102169887,0.42857142857142855,1.0,-0.06948667905858508,0.8373808160652991,,0.002754294151689596,0.9948822931611668,,0.019251044293075892,0.9991666666666668,0.9166666666666666,1.0,0.005816239316239424,0.9601320965466914,0.5833333333333334,1.0,0.00030702235661617117,0.9641937335628898,,0.004061637016198438,0.999090909090909,,7.57575757577289e-05,0.8356380962161347,0.33459752798080444,1.0377755500376225,0.027942508305422997,0.8903530115564354,0.27129647327283624,0.05471491534030071,1.2899582034349442,0.8180434703826904,1.440677285194397,0.02157922208309171,1.3328038561344147,0.32142149680792675,0.04284565269947049,10.61,0,44,4.869999999999999,10.03,3.136262626262625,0.5800000000000001,0.9037764208245291,0.23076923076923078,1.0,0.5169195732335945,0.0,0.75,0.4613072208133954,0.055612352420199074,0.9721082947932054,0.06833187396867624,0.9768432057829949,0.36363636363636365,1.0,0.8591708665501803,0.18181818181818182,1.0,,,,,0.9940170940170941,0.5555555555555556,1.0,0.9568116615836564,0.3333333333333333,1.0,,,,,0.8316957917064428,0.19053709506988525,1.0202090367674828,0.7947940630640369,0.03690172864240593,1.2861904996633529,0.617311954498291,1.4284321069717407,1.2574612069129945,0.028729292750358404,11.28,0,46,11.9,0.620000000000001
